len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,216,12,145,92821,http://www.grandcanyonbiblio.org/,0
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,187,101,2306,10977,http://www.generationtea.com/,0
48,4,0,0,15,2,24,2,2,0,21,11.5,7,6,1,9,3,0,0,0,0,0,-1,-1,-1,-1,http://resolutionservicehelp.gq/webapps/50994/websrc...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,250,38,512,70055,http://www.coolbrew.com/,0
20,3,0,0,1,0,19,4,0,0,7,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://duns100.dundb.co.il/,0
15,3,0,0,1,0,14,4,0,0,4,2.75,0,0,0,0,0,0,0,0,0,0,-1,58,-1,400011,http://www.pifa.co.in/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,203,37,8,-1,http://www.visualfractions.com/,0
23,2,0,0,8,2,15,3,2,0,8,4.333333333,3,2.5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.commence.nu/tmp/b7/,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,247,89,671,-1,https://www.corkysbbq.com/,0
54,4,0,0,34,1,17,2,1,0,13,8,32,32,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://wellsfargoweb.net/7cf488455837a1cb1c724424e73e9c1b/...,1
14,3,0,0,1,0,13,4,0,0,3,2.5,0,0,0,0,0,0,0,0,0,0,-1,8,138,-1,http://www.ttt.co.uk/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,212,52,359,-1,http://www.gourmetwines.com/,0
66,5,0,0,30,4,22,3,4,0,14,6.666666667,9,6.25,0,14,3,0,0,0,0,0,44,4,230,-1,http://www.iofferauctions.com/wp-admin/network/documents/0/b4ddd630a83...,1
23,4,0,0,1,0,22,5,0,0,7,3.6,0,0,0,0,0,0,0,0,0,0,-1,18,-1,382010,http://www.nri.gujarat.gov.in/,0
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,189,3,5750,-1,http://www.evflower.com/,0
10,1,0,0,1,0,9,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,56,4,243,-1,http://17bbq.com/,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,130,2,372,43615,http://www.keltickat.net/,0
66,5,0,0,28,3,24,3,3,0,17,7.333333333,9,8,0,14,3,0,0,0,0,0,-1,-1,-1,-1,http://www.lacrecheenchantee.lu/libraries/joomla/documento/c0b8fb52ffb...,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,119,97,372,431,http://www.howtogeek.com/,0
64,4,0,0,20,3,9,2,3,0,6,4,7,5.333333333,1,35,3,0,0,0,0,0,-1,-1,-1,-1,http://yumero.tk/arc/lendin/SMILING/ebd8ac180d3803c24969a406fbef939c...,1
51,5,1,0,7,1,23,2,1,0,19,11,5,5,0,9,1,0,12,1,8,0,11,1,349,-1,http://kolbecassadywedding.com/aliba/login.php?js=login...,1
66,10,0,0,6,1,19,2,1,0,15,9,4,4,0,41,9,0,0,0,0,0,116,16,246,-1,http://coatingaluminum.com/_tmp/survey.nab.com.au.home.customer.satisf...,1
23,2,0,1,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,232,8,122,-1,http://www.fruits-passion.com/,0
66,4,0,0,13,2,28,2,2,0,24,13.5,5,5,0,25,3,0,0,0,0,0,32,4,265,80111,http://denvertechexecutiverents.com/Gssss/Gssss/38da731c8618a76111f2e0...,1
51,5,0,0,30,5,13,3,5,0,7,3.666666667,7,4.8,0,8,3,0,0,0,0,0,89,19,1035,-1,http://cnchosp.co.kr/data/file/free/Upgrade/excel/excel...,1
12,1,0,0,1,0,7,2,0,0,4,3,0,0,0,4,0,0,0,0,0,0,-1,-1,-1,-1,http://naas.ae/acct,1
66,5,0,0,34,1,25,3,1,0,14,7.666666667,32,32,0,7,3,0,0,0,0,0,2,10,73,-1,http://recont.sovancobellara.com/1c0f82d44c709b9652da109d699ca1ec/f139...,1
26,2,0,0,8,1,18,3,1,0,10,5.333333333,6,6,0,0,0,0,0,0,0,0,151,5,220,-1,http://www.robotsrule.com/phpBB2/,0
66,5,0,0,17,2,24,3,2,0,17,7.333333333,11,7,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://www.crestemcudragoste.ro/wp-includes/css/971dbee6acffa1e929add4...,1
46,6,1,0,16,2,27,4,2,0,16,6,7,6.5,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.buysaffrononline.com.au/dropbox/update/...,1
14,1,0,0,1,0,13,2,0,0,9,6,0,0,0,0,0,0,0,0,0,0,81,3,276,4218,http://shastrifc.com/,0
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,191,1,693,110019,http://www.mukulindia.com/,0
18,2,0,0,1,0,17,3,0,0,10,5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.realmadrid.dk/,0
66,5,0,0,40,2,18,3,2,0,10,5.333333333,32,18.5,0,8,3,0,0,0,0,0,5,7,62,-1,http://www.top10filmy.com/index/233c2d9b5768b4676472c4fe0a18cc3d/9f18d...,1
24,4,0,0,5,1,19,5,1,0,5,3,3,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.maths.gla.ac.uk/~ca/,0
53,6,0,0,31,3,19,4,3,0,8,4,11,9,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.agfactor.com.au/wp-includes/wells/editedwells/...,1
31,4,1,0,1,0,30,5,0,0,9,5.2,0,0,0,0,0,0,0,0,0,0,226,14,8,85016,http://secure.square.logindqxo.usa.cc/,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,207,13,42,-1,http://www.radioattic.com/,0
38,2,0,0,6,1,23,2,1,0,19,11,4,4,0,9,1,0,0,0,0,0,62,10,55,-1,http://confeccionescabrera.com/dpbx/index.php,1
66,5,0,0,9,1,27,3,1,0,20,8.333333333,7,7,0,30,3,0,0,0,0,0,70,2,313,-1,http://gz.airplanepilotlessons.com/SUCCESS/827ae2814503c1496114ca164bb...,1
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,195,9,1915,-1,http://www.countryhousefloral.com/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,221,7,170,-1,http://www.4seasonscoffee.com/,0
27,1,0,0,1,0,12,2,0,0,9,5.5,0,0,0,14,0,0,0,0,0,0,-1,-1,-1,-1,http://rafagroup.es/9713tdij464dda,1
66,6,0,0,17,2,26,4,2,0,15,5.75,8,7,0,23,3,0,0,0,0,0,-1,-1,-1,-1,http://www.futureassociate.com.np/Paypal/security/ccp87et79kqz3n9an56o...,1
66,6,0,0,21,2,35,4,2,0,24,8,13,9,0,10,3,0,0,0,0,0,-1,-1,-1,-1,http://www.arnobayholidayrentalhome.com.au/wells%20fargo/admin/questio...,1
10,1,0,0,1,0,4,2,0,0,2,1.5,0,0,0,5,0,0,0,0,0,0,-1,8,451,85260,http://x.co/6lh5M,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,256,8,64,40,http://www.unilever.com/,0
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,203,1,112,110024,http://www.visualaidscentre.com/,0
23,2,0,0,5,1,18,3,1,0,10,5.333333333,3,3,0,0,0,0,0,0,0,0,55,5,208,-1,http://www.areastudio.net/pdf/,1
66,6,0,0,21,2,19,3,2,0,10,5.666666667,11,9,0,9,1,0,17,1,11,0,69,3,315,-1,http://www.adamdennis.info/wp-includes/mailbox/index.php?rand=13InboxL...,1
29,2,0,0,10,1,19,3,1,0,11,5.666666667,8,8,0,0,0,0,0,0,0,0,245,19,585,606145518,http://www.steppenwolf.org/ensemble/,0
56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.iouzy.usa.cc/account/app/svc/login.html...,1
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,227,1,323,20077,http://www.aloud.com/,0
66,5,0,1,41,2,22,3,2,0,14,6.666666667,32,19,0,3,3,0,0,0,0,0,2,10,54,-1,http://www.ensemble-assur.com/assure/0654a26e8724b046cc0f59cffab50e66/...,1
66,7,0,0,0,0,66,5,0,0,30,11.8,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.ingdirect.it.tnjl0jdehsjwn7bzhiripyzdty0hcv.kwitxit2c1klnyi...,1
48,6,0,0,13,2,25,3,2,0,17,7.666666667,8,5,0,10,4,0,0,0,0,0,4,8,128,-1,http://www.cincybabiesmatter.com/wp-admin/aa/pin.htm...,1
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,188,4,286,-1,http://www.wimers.net/,0
66,5,0,0,9,1,27,3,1,0,20,8.333333333,7,7,0,30,3,0,0,0,0,0,70,2,313,-1,http://gz.airplanepilotlessons.com/SUCCESS/3c642812cdd7bc7a7a2a4c98934...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,183,93,621,382010,http://www.gmbports.org/,0
66,5,0,0,14,2,22,3,2,0,15,6.666666667,8,5.5,0,30,3,0,0,0,0,0,-1,-1,-1,-1,http://thehousestudios.com.br/arquivos/whm/730e290cc73deedfced4af3f19c...,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,184,8,127,631,http://www.gtislig.org/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,202,62,13,-1,http://www.williamsonbros.com/,0
66,6,1,0,15,1,17,3,1,0,9,5,13,13,0,9,1,0,25,2,12,1,2,10,65,-1,http://www.nops2sign.com/wp-wellsfargo/step1.php?cmd=login_submit&amp;...,1
50,5,0,0,17,2,22,3,2,0,16,6.666666667,10,7,0,11,3,0,0,0,0,0,19,5,223,-1,http://mediaexpertsshop.co.uk/wp-content/soft/bookmark...,1
34,4,0,0,5,1,15,4,1,0,4,3,3,3,0,14,1,0,0,0,0,0,-1,-1,-1,-1,http://www.aeep.com.au/SGD/pvalidate.html,1
20,3,0,0,1,0,19,4,0,0,9,4,0,0,0,0,0,0,0,0,0,0,172,20,144,-1,http://www.soccerbid.co.uk/,0
21,1,0,1,9,2,12,2,2,0,8,5.5,3,3,0,0,0,0,0,0,0,0,22,2,304,603014,http://titan-nn.com/cli/css/,1
66,5,0,0,22,3,18,3,3,0,11,5.333333333,11,6,0,26,3,0,0,0,0,0,-1,-1,-1,-1,http://cosmeticpro.com.au/wp-includes/js/payca/39e9eb3f21837fc524458c2...,1
66,5,0,0,13,2,26,3,2,0,18,8,6,5,0,27,3,0,0,0,0,0,25,-1,35,-1,http://www.constructoraluvial.com/images/home/a6c6034700d61ad273a0fc88...,1
42,5,1,0,20,2,19,3,2,0,11,5.666666667,10,8.5,0,3,3,0,0,0,0,0,94,2,318,-1,http://www.karpouzakis.com/secure3/google_doc/...,1
36,1,0,0,21,3,10,2,3,0,7,4.5,7,5.666666667,0,5,0,0,0,0,0,0,-1,5,-1,3800001,http://oxyflow.in/admin/image/gallery/Drpbx,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,189,3,226,-1,http://www.jentealsoaps.com/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,152,64,450,-1,http://www.tutorialized.com/,0
31,3,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,11,1,0,0,0,0,0,192,12,25,616,http://www.lessontutor.com/jmmath.html,0
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,142,2,306,400050,http://www.vucadd.com/,0
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,237,3,149,70327,http://www.smart.com/,0
44,5,0,0,21,3,20,3,3,0,12,6,7,5.666666667,0,3,3,0,0,0,0,0,91,5,59,94104,http://www.programradio.com/jay/Dropbox/dropbox/...,1
28,3,0,0,1,0,27,4,0,0,16,6,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.pudforallseasons.com.au/,0
66,5,0,1,32,2,24,3,2,0,18,7.333333333,21,14.5,0,10,3,0,0,0,0,0,36,12,9,-1,http://fuzzyduck-creative.co.uk/beautifulyoubeautique/wp-admin/network...,1
45,4,0,0,18,3,24,2,3,0,20,11.5,6,4.666666667,0,3,3,0,0,0,0,0,39,9,82,70000,http://khicongnghiepmiennam.com/images/css/https/...,1
15,3,0,0,1,0,14,4,0,0,3,2.75,0,0,0,0,0,0,0,0,0,0,-1,4,-1,110003,http://www.pib.nic.in/,0
47,5,0,1,19,2,15,2,2,0,12,7,9,8,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://ermis-suites.gr/wbmaure/snapshots/contor.php...,1
50,6,0,1,17,3,24,2,3,0,20,11.5,6,4.333333333,0,0,0,0,9,1,0,0,22,2,299,1100017,http://modernvilla-marbella.com/.z/Excel/others/?.rand...,1
56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.izoel.usa.cc/account/app/svc/login.html...,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,191,73,795,39705,http://www.houseparent.net/,0
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,127,77,48,-1,http://www.valentineperfume.com/,0
19,1,0,0,4,1,11,2,1,0,7,5,2,2,0,0,0,0,4,1,0,0,67,5,205,833418,http://gdxjabh.com/js/?ref,1
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,133,23,88,631,http://www.americanprophet.org/,0
65,7,0,0,35,6,19,4,6,0,8,4,9,4.666666667,0,11,3,0,0,0,0,0,-1,-1,-1,-1,https://www.casaesua.com.br/image/cache/data/WWW./CREDICARD/-/INTERNET...,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,106,2,394,-1,http://www.aptclasses.com/,0
42,4,0,0,8,1,21,4,1,0,7,4.5,6,6,0,13,1,0,0,0,0,0,-1,-1,-1,-1,http://grail.cba.csuohio.edu/~somos/somospol.html,0
32,2,0,0,13,1,16,3,1,0,8,4.666666667,11,11,0,3,0,0,0,0,0,0,70,2,478,-1,http://www.yarncoms.com/wp-includes/new,1
19,3,0,0,1,0,18,4,0,0,7,3.75,0,0,0,0,0,0,0,0,0,0,-1,7,-1,110001,http://www.ddinews.gov.in/,0
48,7,0,0,10,1,35,5,1,0,15,6.2,8,8,0,3,3,0,0,0,0,0,15,45,431,-1,http://www.popolarevicenza.it.buckweld.com/bpvi-web/...,1
28,3,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,12,1,1,0,0,0,0,224,28,7,75433,http://www.adontec.com/supert_e.htm,0
29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,64,56,1657,-1,http://www.carmelcoffeeroasters.com/,0
21,1,0,0,7,1,14,2,1,0,11,6.5,5,5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://toriabeauty.ro/cicnn/,1
63,7,1,0,29,4,18,3,4,0,11,5.333333333,14,6,0,16,5,0,0,0,0,0,-1,-1,-1,-1,http://migueljorge.com.br/site/tmp/pbb/pagina-inicial/login.jsp.htm...,1
18,1,0,0,1,0,17,2,0,0,13,8,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://myliverpoolfc.org/,0
36,3,0,0,11,1,16,3,1,0,8,4.666666667,9,9,0,9,1,0,0,0,0,0,233,19,244,-1,http://www.physlink.com/Reference/Index.cfm,0
38,3,1,0,1,0,21,3,0,0,15,6.333333333,0,0,0,16,1,0,0,0,0,0,-1,-1,-1,-1,http://fbcancelblocka2.at.ua/confirmation.htm,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,239,49,380,-1,http://www.wolfgangcandy.com/,0
45,6,0,0,15,3,16,3,3,0,8,4.666666667,5,3.666666667,0,14,4,0,0,0,0,0,32,4,241,-1,http://www.in1guide.com/K/Tokyo/kanom/Online.html...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,168,12,9,1011,http://www.teaforte.com/,0
63,5,0,0,9,1,19,3,1,0,11,5.666666667,7,7,0,35,3,0,0,0,0,0,7,5,154,110035,http://web.kiaanevents.com/pagedoc/f2db556fc453b4338be806bd44e81fe6...,1
66,6,1,0,6,1,15,3,1,0,7,4.333333333,4,4,0,9,1,0,36,2,15,1,2,10,61,-1,http://www.safetem.com/fcid/login.php?cmd=login_submit&id=c1f2d0fab4ab...,1
23,3,0,0,1,0,22,4,0,0,7,4.75,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://front.math.ucdavis.edu/,0
25,3,0,0,1,0,24,4,0,0,13,5.25,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.caesarscoffee.com.au/,0
51,6,0,1,18,3,18,2,3,0,14,8.5,6,4.666666667,0,15,4,0,0,0,0,0,237,3,275,-1,http://allstates-flag.com/backup/.on/wells/identity.php...,1
66,4,0,0,26,2,16,2,2,0,12,7.5,16,11.5,0,24,3,0,0,0,0,0,4,8,59,85014,http://documentview.org/lukomosh294wdhvn/viewnow/39facd15249438f0917b4...,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,237,15,1398,560001,http://www.deccanherald.com/,0
12,2,0,0,1,0,11,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,-1,9,-1,201301,http://www.icpr.in/,0
72,7,0,0,16,1,11,2,1,0,7,5,14,14,0,11,1,0,25,1,0,0,109,11,36,75006,http://paynbuy.net/sign_in_survey/loading.php?.rand\x13inboxlight.aspx?n\x17...,1
21,1,0,0,1,0,20,2,0,0,16,9.5,0,0,0,0,0,0,0,0,0,0,208,8,475,-1,http://indiantelevision.com/,0
48,6,1,2,1,0,20,3,0,0,14,6,0,0,0,27,4,2,0,0,0,0,-1,-1,-1,-1,http://fb-safety-page.at.ua/safety_page_account.html...,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,210,6,587,-1,http://www.thesoapbar.com/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,250,2,333,-1,http://www.churchdwight.com/,0
42,3,0,0,21,2,21,4,2,0,6,4.5,13,9,0,0,0,0,0,0,0,0,259,77,353,94089,http://tech.groups.yahoo.com/group/maththeorists/,0
32,2,0,0,10,1,15,2,1,0,11,7,8,8,0,7,1,0,0,0,0,0,7,5,142,28294,http://tabtimeline.com/KiTink_1/car.php,1
44,5,1,0,9,1,25,3,1,0,18,7.666666667,7,7,0,10,3,0,0,0,0,0,-1,-1,-1,-1,http://futurebusinessexpo.com.au/blogger/Secured...,1
44,6,1,2,1,0,19,3,0,0,13,5.666666667,0,0,0,24,4,1,0,0,0,0,-1,-1,-1,-1,http://open-pages-fb.at.ua/confirm-accounts.html...,1
33,4,0,0,4,1,19,4,1,0,9,4,2,2,0,10,1,0,0,0,0,0,83,13,11,-1,http://www.beauloves.co.uk/bg/online.php,1
15,2,0,0,1,0,14,3,0,0,7,4,0,0,0,0,0,0,0,0,0,0,104,40,40,-1,http://en.kioskea.net/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,233,7,1601,-1,https://www.franschocolates.com/,0
66,7,0,1,25,3,23,3,3,0,15,7,13,7,0,9,1,0,9,1,0,0,-1,8,-1,-1,http://fhdk.simply-winspace.it/postal/fr/manage.compte/index.php?count...,1
13,2,0,0,1,0,12,3,0,0,5,3.333333333,0,0,0,0,0,0,0,0,0,0,-1,12,-1,560070,http://www.gsrtc.in/,0
48,5,1,0,23,3,22,2,3,0,18,10.5,8,6.333333333,0,3,3,0,0,0,0,0,150,18,372,-1,http://travelaireservices.com/account/usaa/usaa.com/...,1
66,7,0,0,26,2,23,4,2,0,12,5,13,11.5,0,17,4,0,0,0,0,0,-1,-1,-1,-1,http://www.basebusiness.com.br/administrator/components/mywellsfargo.c...,1
57,4,0,0,22,2,21,4,2,0,8,4.5,10,9.5,0,14,1,0,0,0,0,0,-1,-1,-1,-1,http://www.personal.kent.edu/~rmuhamma/Algorithms/algorithm.html,0
66,6,0,0,13,2,28,4,2,0,17,6.25,6,5,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://www.simoneodontologia.com.br/images/data/246f8e76236cd1cb8b20f4...,1
66,11,0,0,0,0,66,9,0,0,11,6.111111111,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://usaa.com.inet.entlogon.logon.redirectjsp.true.details.refererid...,1
18,2,0,1,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,151,5,718,6100221,http://www.hibiki-an.com/,0
66,5,0,0,39,5,23,3,5,0,17,7,11,6.6,0,4,3,0,0,0,0,0,39,9,895,-1,http://ringtonsfranchise.co.uk/wp-includes/SimplePie//Parse/standard/p...,1
26,3,0,0,6,1,20,4,1,0,6,4.25,4,4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://garsia.math.yorku.ca/MPWP/,0
66,6,1,0,19,2,26,3,2,0,18,8,9,8,0,15,1,1,6,1,0,0,18,6,191,4444444,http://www.phauthuatngucuytin.com/libraries/conejo3/websc-login.php?go...,1
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,251,1,532,92865,http://www.winex.com/,0
34,2,1,0,5,1,20,2,1,0,17,9.5,3,3,0,9,1,0,0,0,0,0,161,7,178,122,http://mortgageinsurance.tv/che/login.htm,1
43,4,0,1,23,4,16,2,4,0,13,7.5,7,4.5,0,4,3,0,0,0,0,0,54,6,-1,-1,http://evolventa-ekb.ru/images/smilies/Doc/PY/s...,1
65,4,0,0,9,2,21,2,2,0,17,10,3,3,0,35,3,0,0,0,0,0,34,2,68,400068,http://aadityafoundation.org/aol/aol/0a734a463ac8ddfecbe3cf616b197ceb...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,213,3,278,4218,http://www.multicreation.com/,0
49,5,0,0,24,4,13,2,4,0,10,6,12,4.75,0,12,4,0,0,0,0,0,-1,-1,-1,-1,http://vajinismus.eu/nemm/SPERROW%20PY/PY/s/index.php...,1
31,2,0,0,1,0,30,3,0,0,22,9.333333333,0,0,0,0,0,0,0,0,0,0,149,7,1956,110001,http://www.educationforallinindia.com/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,210,6,207,66040,http://www.sunrisesoap.com/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,202,2,304,110019,http://www.abortioncentre.com/,0
27,3,0,0,8,1,19,4,1,0,8,4,6,6,0,0,0,0,0,0,0,0,208,8,71,-1,http://www.mcdonald.org.uk/StegFS/,0
30,2,0,0,15,2,15,3,2,0,6,4.333333333,11,6,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://code.google.com/p/openbiomind/,0
51,6,1,0,14,1,34,4,1,0,19,7.75,12,12,0,3,3,0,0,0,0,0,95,1,331,510178,http://www.fbcancelblockcode19.fnhost.org/confirmation/...,1
25,2,0,1,1,0,24,3,0,0,11,7.333333333,0,0,0,0,0,0,0,0,0,0,204,12,25,-1,http://va-genex.sourceforge.net/,0
38,2,0,0,10,1,21,3,1,0,14,6.333333333,8,8,0,7,0,0,0,0,0,0,-1,-1,-1,-1,http://www.jalkavakimuseo.fi/includes/busines,1
32,3,1,1,1,0,20,3,0,0,12,6,0,0,0,11,1,0,0,0,0,0,18,6,179,-1,http://www.hotel-andino.com/account.htm,1
64,4,0,1,45,3,16,2,3,0,13,7.5,32,13.66666667,0,3,3,0,0,0,0,0,59,1,352,-1,http://elektro-amper.pl/images/css/195b72f03488d0854e3fa44b32532d6c/...,1
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,177,16,262,-1,http://www.careersbychoice.com/,0
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,197,7,775,457000,http://www.hongyechem.com/,0
66,6,0,0,1,0,25,3,0,0,18,7.666666667,0,0,0,40,4,5,0,0,0,0,-1,-1,-1,-1,http://absolutefootclinic.com.au/usaa.com-inet-ent-detourId-logoff-Log...,1
21,2,0,1,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,233,7,220,-1,http://www.jelks-coffee.com/,0
27,2,0,0,5,1,12,2,1,0,8,5.5,3,3,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://arcavana.com/dew/Logon.html,1
19,2,0,0,4,1,15,3,1,0,8,4.333333333,2,2,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://semicond.ysu.am/kd/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,249,51,1887,-1,http://www.agtannenbaum.com/,0
66,5,0,0,12,2,21,2,2,0,17,10,8,4.5,0,10,1,0,23,1,20,2,96,24,13,411,http://mohammadrezazeidi.com/a/products/viewer.php?l=_jehfuq_vjoxk0qwh...,1
45,6,0,0,8,1,27,4,1,0,16,6,6,6,0,10,3,0,0,0,0,0,-1,-1,-1,-1,http://www.golftechnologies.com.au/invite/dropbox...,1
66,4,0,0,23,3,10,2,3,0,7,4.5,8,6.333333333,0,33,3,0,0,0,0,0,-1,4,-1,-1,http://metatur.it/tmp/plupload/promocao/6sa5df4g6a8h74s6v5hnb4s6v54a6s...,1
66,5,1,5,1,0,49,3,0,0,34,15.66666667,0,0,0,16,3,2,0,0,0,0,6,6,188,11152,http://update-account-information-pp-case.easyway-jo.com/Update-Your-A...,1
66,7,1,1,26,3,21,3,3,0,13,6.333333333,11,7.333333333,0,9,1,0,10,1,0,0,8,16,256,-1,http://www.eumundi-style.com/wp-includes/images/Zone1/login.php?.porta...,1
11,2,0,0,1,0,10,3,0,0,3,2.666666667,0,0,0,0,0,0,0,0,0,0,-1,4,-1,110003,http://dtc.nic.in/,0
18,2,0,0,0,0,18,3,0,0,11,5.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://usaaeonline.esy.es,1
51,6,1,0,14,1,34,4,1,0,19,7.75,12,12,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.fbcancelblockcode11.fnhost.org/confirmation/...,1
58,4,0,0,39,2,16,2,2,0,12,7.5,32,18,0,3,3,0,0,0,0,0,11,109,20,-1,http://lojabiomundo.com/peru/0c902672af83342eda97e52ad4bb7418/...,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,235,53,69,-1,http://www.complinet.com/,0
